,id,trip_id,timestamp,timespent_s,speed_m_s,distance_m,avg_od_speed_m_s,gps_speed_m_s,spent_fuel%,first_location
248,334456,1,2024-01-04 11:08:55,77,19.22,1480,19.22,19.26,1.0,"(54.098194, -8.4042)"
249,334456,1,2024-01-04 11:10:38,103,14.37,1480,14.37,14.4,1.0,"(54.098194, -8.4042)"
250,334456,1,2024-01-04 11:11:25,47,31.49,1480,31.49,31.56,1.0,"(54.098194, -8.4042)"
251,334456,1,2024-01-04 11:12:46,81,18.27,1480,18.27,18.31,1.0,"(54.098194, -8.4042)"
252,334456,1,2024-01-04 11:12:49,3,0.0,1480,0.0,494.48,1.0,"(54.098194, -8.4042)"
253,334456,1,2024-01-04 11:13:56,67,22.09,1480,22.09,22.14,1.0,"(54.098194, -8.4042)"
254,334456,1,2024-01-04 11:16:14,138,10.72,1480,10.72,10.75,1.0,"(54.098194, -8.4042)"
255,334456,1,2024-01-04 11:18:55,161,9.19,1480,9.19,9.21,1.0,"(54.098194, -8.4042)"
256,334456,1,2024-01-04 11:19:00,5,0.0,1480,0.0,296.73,1.0,"(54.098194, -8.4042)"
257,334456,1,2024-01-04 11:19:12,12,0.0,1480,0.0,123.64,1.0,"(54.098194, -8.4042)"
258,334456,1,2024-01-04 11:19:20,8,0.0,1480,0.0,185.47,1.0,"(54.098194, -8.4042)"
259,334456,1,2024-01-04 11:21:45,145,10.21,1480,10.21,10.23,1.0,"(54.098194, -8.4042)"
260,334456,1,2024-01-04 11:23:06,81,18.27,1480,18.27,18.32,1.0,"(54.098194, -8.4042)"
261,334456,1,2024-01-04 11:23:37,31,47.74,1480,47.74,47.87,1.0,"(54.098194, -8.4042)"
262,334456,1,2024-01-04 11:25:52,135,10.96,1480,10.96,10.99,1.0,"(54.098194, -8.4042)"
263,334456,1,2024-01-04 11:27:25,93,15.91,1480,15.91,15.96,1.0,"(54.098194, -8.4042)"
264,334456,1,2024-01-04 11:29:43,138,10.72,1480,10.72,10.76,1.0,"(54.098194, -8.4042)"
265,334456,1,2024-01-04 11:32:26,163,9.08,1480,9.08,9.11,1.0,"(54.098194, -8.4042)"
266,334456,1,2024-01-04 11:34:08,102,14.51,1480,14.51,14.55,1.0,"(54.098194, -8.4042)"
267,334456,1,2024-01-04 11:35:27,79,18.73,1480,18.73,18.79,1.0,"(54.098194, -8.4042)"
268,334456,1,2024-01-04 11:35:37,10,0.0,1480,0.0,148.43,1.0,"(54.098194, -8.4042)"
269,334456,1,2024-01-04 11:38:18,161,9.19,1480,9.19,9.22,1.0,"(54.098194, -8.4042)"
270,334456,1,2024-01-04 11:39:17,59,25.08,1480,25.08,25.16,1.0,"(54.098194, -8.4042)"
271,334456,1,2024-01-04 11:40:13,56,26.43,1480,26.43,26.51,1.0,"(54.098194, -8.4042)"
272,334456,1,2024-01-04 11:41:03,50,29.6,1480,29.6,29.69,1.0,"(54.098194, -8.4042)"
273,334456,1,2024-01-04 11:43:23,140,10.57,1480,10.57,10.6,1.0,"(54.098194, -8.4042)"
274,334456,1,2024-01-04 11:46:17,174,8.51,1480,8.51,8.53,1.0,"(54.098194, -8.4042)"
275,334456,1,2024-01-04 11:46:51,34,43.53,1480,43.53,43.67,1.0,"(54.098194, -8.4042)"
276,334456,1,2024-01-04 11:49:01,130,11.38,1480,11.38,11.42,1.0,"(54.098194, -8.4042)"
277,334456,1,2024-01-04 11:51:27,146,10.14,1480,10.14,10.17,1.0,"(54.098194, -8.4042)"
278,334456,1,2024-01-04 11:52:39,72,20.56,1480,20.56,20.62,1.0,"(54.098194, -8.4042)"
279,334456,1,2024-01-04 11:53:57,78,18.97,1480,18.97,19.04,1.0,"(54.098194, -8.4042)"
280,334456,1,2024-01-04 11:55:34,97,15.26,1480,15.26,15.31,1.0,"(54.098194, -8.4042)"
281,334456,1,2024-01-04 11:58:14,160,9.25,1480,9.25,9.28,1.0,"(54.098194, -8.4042)"
282,334456,1,2024-01-04 11:58:27,13,0.0,1480,0.0,114.24,1.65,"(54.098194, -8.4042)"
283,334456,1,2024-01-04 12:00:23,116,12.76,1480,12.76,12.8,1.0,"(54.098194, -8.4042)"
284,334456,1,2024-01-04 12:02:56,153,9.67,1480,9.67,9.71,1.0,"(54.098194, -8.4042)"
285,334456,1,2024-01-04 12:03:55,59,25.08,1480,25.08,25.17,1.0,"(54.098194, -8.4042)"
286,334456,1,2024-01-04 12:06:08,133,11.13,1480,11.13,11.17,1.0,"(54.098194, -8.4042)"
287,334456,1,2024-01-04 12:06:25,17,0.0,1480,0.0,87.38,1.0,"(54.098194, -8.4042)"
288,334456,1,2024-01-04 12:06:35,10,0.0,1480,0.0,148.55,1.0,"(54.098194, -8.4042)"
289,334456,1,2024-01-04 12:06:38,3,0.0,1479,0.0,495.18,1.0,"(54.098194, -8.4042)"
290,334456,1,2024-01-04 12:08:26,108,13.7,1479,13.7,13.76,1.0,"(54.098194, -8.4042)"
291,334456,1,2024-01-04 12:10:23,117,12.65,1479,12.65,12.7,1.0,"(54.098194, -8.4042)"
292,334456,1,2024-01-04 12:11:44,81,18.27,1479,18.27,18.34,1.0,"(54.098194, -8.4042)"
293,334456,1,2024-01-04 12:13:19,95,15.58,1479,15.58,15.64,1.0,"(54.098194, -8.4042)"
294,334456,1,2024-01-04 12:14:29,70,21.14,1479,21.14,21.23,1.0,"(54.098194, -8.4042)"
295,334456,1,2024-01-04 12:16:00,91,16.26,1479,16.26,16.33,1.0,"(54.098194, -8.4042)"
296,334456,1,2024-01-04 12:18:19,139,10.65,1479,10.65,10.69,1.0,"(54.098194, -8.4042)"
297,334456,1,2024-01-04 12:19:28,69,21.45,1479,21.45,21.54,1.0,"(54.098194, -8.4042)"
298,334456,1,2024-01-04 12:20:35,67,22.09,1479,22.09,22.18,1.0,"(54.098194, -8.4042)"
299,334456,1,2024-01-04 12:23:05,150,9.87,1479,9.87,9.91,1.0,"(54.098194, -8.4042)"
300,334456,1,2024-01-04 12:23:20,15,0.0,1479,0.0,99.08,1.0,"(54.098194, -8.4042)"
301,334456,1,2024-01-04 12:25:01,101,14.65,1479,14.65,14.71,1.0,"(54.098194, -8.4042)"
302,334456,1,2024-01-04 12:26:16,75,19.73,1479,19.73,19.82,1.0,"(54.098194, -8.4042)"
303,334456,1,2024-01-04 12:27:21,65,22.77,1479,22.77,22.87,1.0,"(54.098194, -8.4042)"
304,334456,1,2024-01-04 12:28:47,86,17.21,1479,17.21,17.28,1.0,"(54.098194, -8.4042)"
305,334456,1,2024-01-04 12:29:58,71,20.85,1479,20.85,20.94,1.0,"(54.098194, -8.4042)"
306,334456,1,2024-01-04 12:31:54,116,12.76,1479,12.76,12.81,1.0,"(54.098194, -8.4042)"
307,334456,1,2024-01-04 12:32:24,30,49.33,1479,49.33,49.56,1.0,"(54.098194, -8.4042)"
308,334456,1,2024-01-04 12:33:00,36,41.11,1479,41.11,41.29,1.0,"(54.098194, -8.4042)"
309,334456,1,2024-01-04 12:34:19,79,18.73,1479,18.73,18.82,1.0,"(54.098194, -8.4042)"
310,334456,1,2024-01-04 12:37:00,161,9.19,1479,9.19,9.23,1.0,"(54.098194, -8.4042)"
311,334456,1,2024-01-04 12:37:27,27,54.81,1479,54.81,55.07,2.04,"(54.098194, -8.4042)"
312,334456,1,2024-01-04 12:40:19,172,8.6,1479,8.6,8.65,1.0,"(54.098194, -8.4042)"
313,334456,1,2024-01-04 12:41:42,83,17.83,1479,17.83,17.91,1.0,"(54.098194, -8.4042)"
314,334456,1,2024-01-04 12:42:07,25,59.2,1479,59.2,59.48,1.0,"(54.098194, -8.4042)"
315,334456,1,2024-01-04 12:42:14,7,0.0,1479,0.0,212.43,1.0,"(54.098194, -8.4042)"
316,334456,1,2024-01-04 12:43:23,69,21.45,1479,21.45,21.55,1.0,"(54.098194, -8.4042)"
317,334456,1,2024-01-04 12:44:37,74,20.0,1479,20.0,20.1,1.0,"(54.098194, -8.4042)"
318,334456,1,2024-01-04 12:45:21,44,33.64,1479,33.64,33.8,1.0,"(54.098194, -8.4042)"
319,334456,1,2024-01-04 12:47:33,132,11.21,1479,11.21,11.27,1.0,"(54.098194, -8.4042)"
320,334456,1,2024-01-04 12:48:18,45,32.89,1479,32.89,33.05,1.0,"(54.098194, -8.4042)"
321,334456,1,2024-01-04 12:48:42,24,61.67,1479,61.67,61.97,1.0,"(54.098194, -8.4042)"
322,334456,1,2024-01-04 12:51:04,142,10.42,1479,10.42,10.47,1.0,"(54.098194, -8.4042)"
323,334456,1,2024-01-04 12:52:28,84,17.62,1479,17.62,17.71,1.0,"(54.098194, -8.4042)"
324,334456,1,2024-01-04 12:53:39,71,20.85,1479,20.85,20.95,1.0,"(54.098194, -8.4042)"
325,334456,1,2024-01-04 12:53:42,3,0.0,1479,0.0,495.86,0.85,"(54.098194, -8.4042)"
326,334456,1,2024-01-04 12:55:44,122,12.13,1479,12.13,12.19,1.0,"(54.098194, -8.4042)"
327,334456,1,2024-01-04 12:57:47,123,12.03,1479,12.03,12.1,1.0,"(54.098194, -8.4042)"
328,334456,1,2024-01-04 12:59:18,91,16.26,1479,16.26,16.35,1.0,"(54.098194, -8.4042)"
329,334456,1,2024-01-04 13:02:17,179,8.27,1479,8.27,8.31,1.0,"(54.098194, -8.4042)"
330,334456,1,2024-01-04 13:02:23,6,0.0,1479,0.0,247.98,1.0,"(54.098194, -8.4042)"
331,334456,1,2024-01-04 13:03:16,53,27.92,1479,27.92,28.07,1.0,"(54.098194, -8.4042)"
332,334456,1,2024-01-04 13:05:04,108,13.7,1479,13.7,13.78,1.0,"(54.098194, -8.4042)"
333,334456,1,2024-01-04 13:05:16,12,0.0,1479,0.0,124.0,1.0,"(54.098194, -8.4042)"
334,334456,1,2024-01-04 13:06:06,50,29.6,1479,29.6,29.76,1.0,"(54.098194, -8.4042)"
335,334456,1,2024-01-04 13:08:02,116,12.76,1479,12.76,12.83,1.0,"(54.098194, -8.4042)"
336,334456,1,2024-01-04 13:08:24,22,67.27,1479,67.27,67.65,1.0,"(54.098194, -8.4042)"
337,334456,1,2024-01-04 13:10:49,145,10.21,1479,10.21,10.26,1.0,"(54.098194, -8.4042)"
338,334456,1,2024-01-04 13:13:47,178,8.31,1479,8.31,8.36,1.0,"(54.098194, -8.4042)"
339,334456,1,2024-01-04 13:14:16,29,51.03,1479,51.03,51.33,1.0,"(54.098194, -8.4042)"
340,334456,1,2024-01-04 13:16:54,158,9.37,1479,9.37,9.42,1.0,"(54.098194, -8.4042)"
341,334456,1,2024-01-04 13:18:14,80,18.5,1479,18.5,18.61,1.0,"(54.098194, -8.4042)"
342,334456,1,2024-01-04 13:18:44,30,49.33,1479,49.33,49.62,1.0,"(54.098194, -8.4042)"
343,334456,1,2024-01-04 13:21:38,174,8.51,1479,8.51,8.56,1.0,"(54.098194, -8.4042)"
344,334456,1,2024-01-04 13:22:13,35,42.29,1479,42.29,42.54,1.0,"(54.098194, -8.4042)"
345,334456,1,2024-01-04 13:22:27,14,0.0,1479,0.0,106.34,1.0,"(54.098194, -8.4042)"
346,334456,1,2024-01-04 13:25:15,168,8.81,1479,8.81,8.86,1.0,"(54.098194, -8.4042)"
347,334456,1,2024-01-04 13:28:06,171,8.65,1479,8.65,8.71,1.0,"(54.098194, -8.4042)"
348,334456,1,2024-01-04 13:28:58,52,28.46,1479,28.46,28.63,1.0,"(54.098194, -8.4042)"
349,334456,1,2024-01-04 13:29:58,60,24.67,1479,24.67,24.82,1.0,"(54.098194, -8.4042)"
350,334456,1,2024-01-04 13:30:35,37,40.0,1479,40.0,40.25,1.0,"(54.098194, -8.4042)"
351,334456,1,2024-01-04 13:30:37,2,0.0,1479,0.0,744.53,1.0,"(54.098194, -8.4042)"
352,334456,1,2024-01-04 13:31:03,26,56.92,1479,56.92,57.27,1.0,"(54.098194, -8.4042)"
353,334456,1,2024-01-04 14:30:00,3537,0.63,2219,0.63,0.0,13.0,"(54.098194, -8.4042)"
354,334456,1,2024-01-04 14:30:52,52,42.69,2219,42.69,42.96,1.0,"(54.098194, -8.4042)"
355,334456,1,2024-01-04 14:31:58,66,33.64,2219,33.64,33.84,1.0,"(54.098194, -8.4042)"
356,334456,1,2024-01-04 14:33:08,70,31.71,2219,31.71,31.91,1.0,"(54.098194, -8.4042)"
357,334456,1,2024-01-04 14:33:53,45,49.33,2219,49.33,49.63,1.0,"(54.098194, -8.4042)"
358,334456,1,2024-01-04 14:34:52,59,37.63,2219,37.63,37.85,1.0,"(54.098194, -8.4042)"
359,334456,1,2024-01-04 14:35:41,49,45.31,2219,45.31,45.57,1.0,"(54.098194, -8.4042)"
360,334456,1,2024-01-04 14:36:51,70,31.71,2219,31.71,31.9,1.0,"(54.098194, -8.4042)"
361,334456,1,2024-01-04 14:37:35,44,50.45,2219,50.45,50.75,1.0,"(54.098194, -8.4042)"
362,334456,1,2024-01-04 14:38:45,70,31.71,2219,31.71,31.9,1.0,"(54.098194, -8.4042)"
363,334456,1,2024-01-04 14:39:51,66,33.64,2219,33.64,33.83,1.0,"(54.098194, -8.4042)"
364,334456,1,2024-01-04 14:40:37,46,48.26,2219,48.26,48.53,1.0,"(54.098194, -8.4042)"
365,334456,1,2024-01-04 14:41:33,56,39.64,2219,39.64,39.86,1.0,"(54.098194, -8.4042)"
366,334456,1,2024-01-04 14:42:43,70,31.71,2219,31.71,31.89,1.0,"(54.098194, -8.4042)"
367,334456,1,2024-01-04 14:43:44,61,36.39,2220,36.39,36.59,1.0,"(54.098194, -8.4042)"
368,334456,1,2024-01-04 14:44:35,51,43.53,2220,43.53,43.76,1.0,"(54.098194, -8.4042)"
369,334456,1,2024-01-04 14:45:21,46,48.26,2220,48.26,48.51,1.0,"(54.098194, -8.4042)"
370,334456,1,2024-01-04 14:46:29,68,32.65,2220,32.65,32.82,1.0,"(54.098194, -8.4042)"
371,334456,1,2024-01-04 14:47:16,47,47.23,2220,47.23,47.48,1.0,"(54.098194, -8.4042)"
372,334456,1,2024-01-04 14:48:05,49,45.31,2220,45.31,45.54,1.0,"(54.098194, -8.4042)"
373,334456,1,2024-01-04 14:48:53,48,46.25,2220,46.25,46.48,1.0,"(54.098194, -8.4042)"
374,334456,1,2024-01-04 14:49:46,53,41.89,2220,41.89,42.1,1.0,"(54.098194, -8.4042)"
375,334456,1,2024-01-04 14:50:43,57,38.95,2220,38.95,39.14,1.0,"(54.098194, -8.4042)"
376,334456,1,2024-01-04 14:51:25,42,52.86,2220,52.86,53.12,1.0,"(54.098194, -8.4042)"
377,334456,1,2024-01-04 14:52:06,41,54.15,2220,54.15,54.41,1.0,"(54.098194, -8.4042)"
378,334456,1,2024-01-04 14:53:07,61,36.39,2220,36.39,36.57,1.0,"(54.098194, -8.4042)"
379,334456,1,2024-01-04 14:54:01,54,41.11,2220,41.11,41.31,1.0,"(54.098194, -8.4042)"
380,334456,1,2024-01-04 14:55:03,62,35.81,2220,35.81,35.97,1.0,"(54.098194, -8.4042)"
381,334456,1,2024-01-04 14:55:51,48,46.25,2220,46.25,46.46,1.0,"(54.098194, -8.4042)"
382,334456,1,2024-01-04 14:57:00,69,32.17,2220,32.17,32.32,1.0,"(54.098194, -8.4042)"
383,334456,1,2024-01-04 14:58:05,65,34.15,2220,34.15,34.31,1.0,"(54.098194, -8.4042)"
384,334456,1,2024-01-04 14:59:02,57,38.95,2220,38.95,39.12,1.0,"(54.098194, -8.4042)"
385,334456,1,2024-01-04 14:59:44,42,52.86,2220,52.86,53.09,1.0,"(54.098194, -8.4042)"
386,334456,1,2024-01-04 15:00:47,63,35.24,2220,35.24,35.39,1.0,"(54.098194, -8.4042)"
387,334456,1,2024-01-04 15:01:54,67,33.13,2220,33.13,33.28,1.0,"(54.098194, -8.4042)"
388,334456,1,2024-01-04 15:03:02,68,32.65,2220,32.65,32.78,1.0,"(54.098194, -8.4042)"
389,334456,1,2024-01-04 15:03:45,43,51.63,2220,51.63,51.84,1.0,"(54.098194, -8.4042)"
390,334456,1,2024-01-04 15:04:32,47,47.23,2220,47.23,47.43,1.0,"(54.098194, -8.4042)"
391,334456,1,2024-01-04 15:05:25,53,41.89,2220,41.89,42.06,1.0,"(54.098194, -8.4042)"
392,334456,1,2024-01-04 15:06:19,54,41.11,2220,41.11,41.27,1.0,"(54.098194, -8.4042)"
393,334456,1,2024-01-04 15:07:16,57,38.95,2220,38.95,39.1,1.0,"(54.098194, -8.4042)"
394,334456,1,2024-01-04 15:08:25,69,32.17,2220,32.17,32.3,1.0,"(54.098194, -8.4042)"
395,334456,1,2024-01-04 15:09:17,52,42.69,2220,42.69,42.85,1.0,"(54.098194, -8.4042)"
396,334456,1,2024-01-04 15:10:26,69,32.17,2220,32.17,32.29,1.0,"(54.098194, -8.4042)"
397,334456,1,2024-01-04 15:11:19,53,41.89,2220,41.89,42.04,1.0,"(54.098194, -8.4042)"
398,334456,1,2024-01-04 15:12:24,65,34.15,2220,34.15,34.28,1.0,"(54.098194, -8.4042)"
399,334456,1,2024-01-04 15:13:09,45,49.33,2220,49.33,49.51,1.0,"(54.098194, -8.4042)"
400,334456,1,2024-01-04 15:14:10,61,36.39,2220,36.39,36.52,1.0,"(54.098194, -8.4042)"
401,334456,1,2024-01-04 15:14:51,41,54.15,2220,54.15,54.33,1.0,"(54.098194, -8.4042)"
402,334456,1,2024-01-04 15:15:50,59,37.63,2220,37.63,37.76,1.0,"(54.098194, -8.4042)"
403,334456,1,2024-01-04 15:16:35,45,49.33,2220,49.33,49.5,1.0,"(54.098194, -8.4042)"
404,334456,1,2024-01-04 15:17:39,64,34.69,2220,34.69,34.8,1.0,"(54.098194, -8.4042)"
405,334456,1,2024-01-04 15:18:48,69,32.17,2220,32.17,32.28,1.0,"(54.098194, -8.4042)"
406,334456,1,2024-01-04 15:19:46,58,38.28,2220,38.28,38.4,1.0,"(54.098194, -8.4042)"
407,334456,1,2024-01-04 15:20:27,41,54.15,2220,54.15,54.31,1.0,"(54.098194, -8.4042)"
408,334456,1,2024-01-04 15:21:22,55,40.36,2220,40.36,40.49,1.0,"(54.098194, -8.4042)"
409,334456,1,2024-01-04 15:22:29,67,33.13,2220,33.13,33.23,1.0,"(54.098194, -8.4042)"
410,334456,1,2024-01-04 15:23:29,60,37.0,2220,37.0,37.11,1.0,"(54.098194, -8.4042)"
411,334456,1,2024-01-04 15:24:37,68,32.65,2220,32.65,32.74,1.0,"(54.098194, -8.4042)"
412,334456,1,2024-01-04 15:25:46,69,32.17,2220,32.17,32.27,1.0,"(54.098194, -8.4042)"
413,334456,1,2024-01-04 15:26:31,45,49.33,2220,49.33,49.47,1.0,"(54.098194, -8.4042)"
414,334456,1,2024-01-04 15:27:31,60,37.0,2220,37.0,37.1,1.0,"(54.098194, -8.4042)"
415,334456,1,2024-01-04 15:28:24,53,41.89,2220,41.89,42.0,1.0,"(54.098194, -8.4042)"
416,334456,1,2024-01-04 15:29:14,50,44.4,2220,44.4,44.52,1.0,"(54.098194, -8.4042)"
417,334456,1,2024-01-04 15:29:54,40,55.5,2220,55.5,55.64,1.0,"(54.098194, -8.4042)"
418,334456,1,2024-01-04 15:30:49,55,40.36,2220,40.36,40.46,1.0,"(54.098194, -8.4042)"
419,334456,1,2024-01-04 15:31:38,49,45.31,2220,45.31,45.41,1.38,"(54.098194, -8.4042)"
420,334456,1,2024-01-04 15:32:46,68,32.65,2220,32.65,32.72,1.0,"(54.098194, -8.4042)"
421,334456,1,2024-01-04 15:33:33,47,47.23,2220,47.23,47.34,1.0,"(54.098194, -8.4042)"
422,334456,1,2024-01-04 15:34:25,52,42.69,2220,42.69,42.79,1.0,"(54.098194, -8.4042)"
423,334456,1,2024-01-04 15:35:32,67,33.13,2220,33.13,33.21,1.0,"(54.098194, -8.4042)"
424,334456,1,2024-01-04 15:36:36,64,34.69,2220,34.69,34.76,1.0,"(54.098194, -8.4042)"
425,334456,1,2024-01-04 15:37:20,44,50.45,2220,50.45,50.56,1.0,"(54.098194, -8.4042)"
426,334456,1,2024-01-04 15:38:02,42,52.86,2220,52.86,52.96,1.0,"(54.098194, -8.4042)"
427,334456,1,2024-01-04 15:38:43,41,54.15,2220,54.15,54.25,1.0,"(54.098194, -8.4042)"
428,334456,1,2024-01-04 15:39:32,49,45.31,2220,45.31,45.39,1.0,"(54.098194, -8.4042)"
429,334456,1,2024-01-04 15:40:28,56,39.64,2220,39.64,39.71,1.0,"(54.098194, -8.4042)"
430,334456,1,2024-01-04 15:41:09,41,54.15,2220,54.15,54.24,1.0,"(54.098194, -8.4042)"
431,334456,1,2024-01-04 15:42:01,52,42.69,2220,42.69,42.77,1.0,"(54.098194, -8.4042)"
432,334456,1,2024-01-04 15:42:54,53,41.89,2220,41.89,41.96,1.0,"(54.098194, -8.4042)"
433,334456,1,2024-01-04 15:43:35,41,54.15,2220,54.15,54.23,1.0,"(54.098194, -8.4042)"
434,334456,1,2024-01-04 15:44:35,60,37.0,2220,37.0,37.06,1.0,"(54.098194, -8.4042)"
435,334456,1,2024-01-04 15:45:22,47,47.23,2220,47.23,47.31,1.0,"(54.098194, -8.4042)"
436,334456,1,2024-01-04 15:46:28,66,33.64,2220,33.64,33.69,1.0,"(54.098194, -8.4042)"
437,334456,1,2024-01-04 15:47:33,65,34.15,2220,34.15,34.2,1.0,"(54.098194, -8.4042)"
438,334456,1,2024-01-04 15:48:36,63,35.24,2220,35.24,35.28,1.0,"(54.098194, -8.4042)"
439,334456,1,2024-01-04 15:49:45,69,32.17,2220,32.17,32.22,1.0,"(54.098194, -8.4042)"
440,334456,1,2024-01-04 15:50:37,52,42.69,2220,42.69,42.74,1.0,"(54.098194, -8.4042)"
441,334456,1,2024-01-04 15:51:36,59,37.63,2220,37.63,37.67,1.0,"(54.098194, -8.4042)"
442,334456,1,2024-01-04 15:52:34,58,38.28,2220,38.28,38.32,1.0,"(54.098194, -8.4042)"
443,334456,1,2024-01-04 15:53:16,42,52.86,2220,52.86,52.91,1.0,"(54.098194, -8.4042)"
444,334456,1,2024-01-04 15:54:19,63,35.24,2220,35.24,35.27,1.0,"(54.098194, -8.4042)"
445,334456,1,2024-01-04 15:55:02,43,51.63,2220,51.63,51.68,1.0,"(54.098194, -8.4042)"
446,334456,1,2024-01-04 15:56:01,59,37.63,2220,37.63,37.66,1.0,"(54.098194, -8.4042)"
447,334456,1,2024-01-04 15:57:00,59,37.63,2220,37.63,37.66,1.0,"(54.098194, -8.4042)"
448,334456,1,2024-01-04 15:58:08,68,32.65,2220,32.65,32.67,1.0,"(54.098194, -8.4042)"
449,334456,1,2024-01-04 15:58:48,40,55.5,2220,55.5,55.54,1.0,"(54.098194, -8.4042)"
450,334456,1,2024-01-04 15:59:56,68,32.65,2220,32.65,32.67,1.0,"(54.098194, -8.4042)"
451,334456,1,2024-01-04 16:00:45,49,45.31,2220,45.31,45.33,1.0,"(54.098194, -8.4042)"
452,334456,1,2024-01-04 16:01:29,44,50.45,2220,50.45,50.48,1.0,"(54.098194, -8.4042)"
453,334456,1,2024-01-04 16:02:11,42,52.86,2220,52.86,52.88,1.0,"(54.098194, -8.4042)"
454,334457,1,2024-01-01 10:00:00,0,0.0,0,0.0,0.0,0.95,"(53.679305, -7.297454)"
455,334457,1,2024-01-01 10:02:13,133,9.4,1250,,9.42,0.0,"(53.679305, -7.297454)"
456,334457,1,2024-01-01 10:03:53,100,12.5,1250,12.5,12.52,1.39,"(53.679305, -7.297454)"
457,334457,1,2024-01-01 10:06:11,138,9.06,1250,9.06,9.08,1.04,"(53.679305, -7.297454)"
458,334457,1,2024-01-01 10:06:22,11,0.0,1250,0.0,113.86,1.44,"(53.679305, -7.297454)"
459,334457,1,2024-01-01 10:08:17,115,10.87,1250,10.87,10.89,0.11,"(53.679305, -7.297454)"
460,334457,1,2024-01-01 10:10:10,113,11.06,1250,11.06,11.09,1.2,"(53.679305, -7.297454)"
461,334457,1,2024-01-01 10:11:09,59,21.19,1250,21.19,21.23,1.18,"(53.679305, -7.297454)"
462,334457,1,2024-01-01 10:11:57,48,26.04,1250,26.04,26.1,0.62,"(53.679305, -7.297454)"
463,334457,1,2024-01-01 10:14:21,144,8.68,1250,8.68,8.7,0.5,"(53.679305, -7.297454)"
464,334457,1,2024-01-01 10:15:09,48,26.04,1250,26.04,26.1,1.5,"(53.679305, -7.297454)"
465,334457,1,2024-01-01 10:16:08,59,21.19,1250,21.19,21.24,0.5,"(53.679305, -7.297454)"
466,334457,1,2024-01-01 10:18:01,113,11.06,1250,11.06,11.09,0.62,"(53.679305, -7.297454)"
467,334457,1,2024-01-01 10:18:39,38,32.89,1250,32.89,32.98,1.18,"(53.679305, -7.297454)"
468,334457,1,2024-01-01 10:21:02,143,8.74,1250,8.74,8.77,0.4,"(53.679305, -7.297454)"
469,334457,1,2024-01-01 10:22:17,75,16.67,1250,16.67,16.71,1.49,"(53.679305, -7.297454)"
470,334457,1,2024-01-01 10:23:33,76,16.45,1250,16.45,16.5,0.78,"(53.679305, -7.297454)"
471,334457,1,2024-01-01 10:23:43,10,0.0,1250,0.0,125.38,0.79,"(53.679305, -7.297454)"
472,334457,1,2024-01-01 10:24:05,22,56.82,1250,56.82,56.99,0.1,"(53.679305, -7.297454)"
473,334457,1,2024-01-01 10:25:22,77,16.29,1253,,16.29,0.23,"(53.679305, -7.297454)"
474,334457,1,2024-01-01 10:25:53,31,40.45,25000,806.45,40.45,0.8,"(53.679305, -7.297454)"
475,334457,1,2024-01-01 10:26:13,20,62.5,1250,62.5,62.71,0.32,"(53.679305, -7.297454)"
476,334457,1,2024-01-01 10:27:22,69,18.12,1250,18.12,,0.21,"(53.679305, -7.297454)"
477,334457,1,2024-01-01 10:27:39,17,0.0,1250,73.53,,0.72,"(53.679305, -7.297454)"
478,334457,1,2024-01-01 10:29:34,115,10.87,1250,10.87,10.91,0.18,"(53.679305, -7.297454)"
479,334457,1,2024-01-01 10:30:05,31,40.32,1250,40.32,40.47,1.2,"(53.679305, -7.297454)"
480,334457,1,2024-01-01 10:31:55,110,11.36,1250,11.36,11.41,0.32,"(53.679305, -7.297454)"
481,334457,1,2024-01-01 10:33:02,67,18.66,1250,18.66,18.73,1.15,"(53.679305, -7.297454)"
482,334457,1,2024-01-01 10:34:13,71,17.61,1250,17.61,17.67,0.47,"(53.679305, -7.297454)"
483,334457,1,2024-01-01 10:36:00,107,11.68,1250,11.68,11.73,0.5,"(53.679305, -7.297454)"
484,334457,1,2024-01-01 10:37:46,106,11.79,1250,11.79,11.84,0.76,"(53.679305, -7.297454)"
485,334457,1,2024-01-01 10:40:10,144,8.68,1250,8.68,8.72,0.75,"(53.679305, -7.297454)"
486,334457,1,2024-01-01 10:41:06,56,22.32,1250,22.32,22.41,1.02,"(53.679305, -7.297454)"
487,334457,1,2024-01-01 10:42:33,87,14.37,1250,14.37,14.43,0.4,"(53.679305, -7.297454)"
488,334457,1,2024-01-01 10:44:53,140,8.93,1250,8.93,8.97,0.62,"(53.679305, -7.297454)"
489,334457,1,2024-01-01 10:46:00,67,18.66,1250,18.66,18.74,0.99,"(53.679305, -7.297454)"
490,334457,1,2024-01-01 10:46:51,51,24.51,1250,24.51,24.62,0.47,"(53.679305, -7.297454)"
491,334457,1,2024-01-01 10:47:54,63,19.84,1250,19.84,19.93,0.36,"(53.679305, -7.297454)"
492,334457,1,2024-01-01 10:49:45,111,11.26,1250,11.26,11.31,0.45,"(53.679305, -7.297454)"
493,334457,1,2024-01-01 10:50:53,68,18.38,1250,18.38,18.47,0.79,"(53.679305, -7.297454)"
494,334457,1,2024-01-01 10:52:53,120,10.42,1250,10.42,10.47,0.48,"(53.679305, -7.297454)"
495,334457,1,2024-01-01 10:54:52,119,10.5,1250,10.5,10.55,0.85,"(53.679305, -7.297454)"
496,334457,1,2024-01-01 10:55:50,58,21.55,1250,21.55,21.66,0.84,"(53.679305, -7.297454)"
